PROMEDIO;STD;APRO_N1;APRO_N2;APRO_N3;APRO_N4;APRO_N5;APRO_N6;APRO_N7;APRO_N8;PERD_N1;PERD_N2;PERD_N3;PERD_N4;PERD_N5;PERD_N6;PERD_N7;PERD_N8;RETIROS;STATUS
13,18;4,00;5;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;2
13,09;1,55;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
7,48;2,15;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;2
12,24;1,80;2;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;2
16,07;2,31;6;7;7;8;7;5;5;5;2;1;2;0;0;0;0;1;1;1
15,45;0,94;5;5;6;6;6;0;0;0;0;0;1;3;0;0;0;0;0;1
7,15;2,42;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;2
14,43;2,54;6;5;4;0;0;0;0;0;0;4;1;0;0;0;0;0;0;1
15,11;3,14;6;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;2
16,93;1,08;5;5;6;6;6;5;5;0;0;0;0;0;0;0;0;0;0;1
13,95;1,70;6;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;2
14,13;2,19;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
15,59;1,20;5;5;6;6;3;0;0;0;0;2;1;0;0;0;0;0;0;1
11,95;4,02;6;2;0;0;0;0;0;0;1;6;2;0;0;0;0;0;0;1
14,58;1,38;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
15,51;1,15;8;4;6;6;6;5;2;0;0;0;0;2;2;1;0;0;0;1
14,79;2,79;7;7;6;5;7;5;5;6;6;3;2;0;0;0;0;1;0;1
15,69;2,17;6;7;8;8;6;5;5;7;1;0;0;1;0;0;0;0;0;1
14,51;2,72;7;3;0;1;1;0;0;0;5;1;1;0;0;0;0;0;0;2
16,07;1,41;7;6;7;9;5;5;5;3;0;0;1;0;0;2;1;0;0;1
15,28;1,84;7;6;7;6;6;5;5;2;1;0;0;1;0;1;0;0;0;1
15,69;1,48;5;5;6;4;4;1;0;0;0;2;0;1;0;1;0;0;0;1
7,70;4,94;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
9,58;4,70;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;2
8,81;4,36;5;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;2
17,32;1,16;8;4;6;6;6;5;5;0;0;0;0;0;0;0;0;0;0;1
15,91;1,23;7;6;7;5;6;5;5;7;0;0;0;0;0;1;2;0;0;1
10,21;4,55;3;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;2
13,98;1,28;4;3;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;2
15,96;1,12;8;4;6;6;6;2;0;0;1;0;0;2;0;0;0;0;0;1
12,41;1,66;2;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
13,30;2,65;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2
14,96;1,57;5;4;5;2;0;0;0;0;1;1;3;1;0;0;0;0;0;1
15,06;1,32;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4,63;5,91;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1
14,79;2,93;6;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2
16,22;1,79;7;6;7;5;7;5;5;2;1;1;0;1;0;0;0;1;0;1
13,79;1,23;5;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1
16,25;2,21;6;5;4;4;0;0;0;0;1;1;0;0;0;0;0;0;0;1
11,64;3,48;3;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;2
15,73;1,89;7;6;7;8;6;7;5;5;2;2;0;0;0;0;0;2;0;1
15,33;1,64;7;6;7;5;6;5;5;2;0;0;0;0;0;3;1;0;0;1
13,37;3,80;5;3;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
14,25;1,35;4;3;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
16,09;1,75;5;5;6;6;6;0;0;0;0;0;1;0;1;0;0;0;0;1
15,80;1,01;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
11,20;4,98;4;0;0;1;0;0;0;0;3;3;0;0;0;1;0;0;0;2
13,17;3,51;5;5;4;0;1;0;0;0;1;2;4;3;0;0;0;0;0;2
15,25;1,75;5;5;6;6;1;0;0;0;0;3;1;0;0;0;0;0;0;1
14,74;1,02;5;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
13,77;3,78;5;5;5;0;0;0;0;0;0;0;2;3;0;0;0;0;0;2
13,16;3,69;6;3;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;1
2,85;1,86;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
14,94;1,42;7;5;8;5;6;5;1;0;1;2;1;1;4;0;0;0;0;1
16,04;1,51;7;7;5;5;7;5;5;2;1;2;0;0;0;0;0;0;0;1
15,73;1,38;7;7;5;5;6;5;5;2;1;0;0;0;0;1;0;0;0;1
15,76;1,97;8;5;8;8;5;7;5;5;0;0;1;1;1;1;0;2;0;1
14,13;3,71;6;4;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1
14,59;3,57;8;3;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2
15,99;1,69;8;4;8;9;5;7;5;6;0;0;1;1;1;0;0;1;0;1
11,36;5,04;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
